Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
Карусель,['16:05'],Чик-Чирикино,2023 — по н.в.,"Действие мультсериала разворачивается в городке Чик-Чирикино, в котором живут птицы. Они ходят в школу и на работу, гуляют в парках, отдыхают и делают все то же, что и обычные люди. Главные герои — веселая многодетная семья воробьев Чирикиных: мама Елена, папа Аркадий и их пятеро детей — любопытная двухлетняя Алина, восьмилетние гиперактивные близнецы Боря и Рома, тринадцатилетний отличник Макс и шестнадцатилетняя блогерша Василиса. Чирикины часто попадают в смешные и нелепые ситуации, каждый день переживают увлекательные приключения, но всегда с блеском выпутываются из любой передряги.",6+,6.6,511 оценок,['комедия'],['Антон Ланшаков']
Карусель,['18:30'],Оранжевая корова,2018 — по н.в.,"Главные герои мультсериала — веселые брат и сестра, телята Зоя и Боря. Любопытные и жизнерадостные Зо и Бо, как их все сокращенно называют, живут вместе с мамой и папой в городе, а летом приезжают на дачу, где вокруг очень много интересного. Телята постоянно попадают в самые разные ситуации — иногда смешные, а иногда даже опасные, — но на помощь им всегда приходят любящие и мудрые родители. Они рассказывают, как нужно вести себя в разных обстоятельствах, как заводить друзей, помогать друг другу и избегать неприятностей.",0+,6.9,411 оценок,['для детей'],['Елена Чернова']
Карусель,['21:00'],"Спокойной ночи, малыши!",1964 — по н.в.,"«Спокойной ночи, малыши!» — телепередача для детей дошкольного и младшего школьного возраста, существует с сентября 1964 года, никогда не переставала выходить в эфир и всегда была популярной. Задумывалась как «Сказка на ночь», на картинках с закадровым текстом. Позже появились кукольные спектакли и маленькие пьески для детей. С самого начала у программы был свой голос, уникальная песенка «Спят усталые игрушки», убаюкивающая малышей.
Сюжет каждого выпуска состоит из поучительной истории, в которой принимают участие кукольные персонажи: бесшабашный и слегка ленивый поросенок Хрюша, энергичный и исполнительный песик Филя, умный, рассудительный, но пугливый зайчик Степашка, осторожный, но хитрый медвежонок Мишутка. В конце юным зрителям предлагают мультфильм на обсуждаемую тему.",0+,8.1,2 978 оценок,['детское'],"['Анна Михалкова', 'Оксана Федорова', 'Виктор Бычков', 'Дмитрий Маликов', 'Валентина Леонтьева', 'Владимир Ухин', 'Ангелина Вовк', 'Татьяна Судец', 'Татьяна Веденеева', 'Юрий Николаев', 'Юрий Григорьев', 'Александр Леньков', 'Юлия Пустовойтова', 'Юрий Куклачев', 'Амаяк Акопян', 'Григорий Гладков', 'Дмитрий Хаустов', 'Николай Валуев']"
Карусель,['21:20'],Маша и Медведь,2009 — по н.в.,"Маша — озорная маленькая девочка — немного шкодлива и непослушна. Предпочитает носить платки и платья в розовом цвете в любое время года. Живет на железнодорожном полустанке. О родителях ничего не известно — предположительно работают в городе и разрешают Маше играть в лесу. Все лесные звери до ужаса боятся шустрой девочки. Она упряма, настойчива, любознательна и по-детски наивна. Очень любит приключения и постоянно втягивает в них спокойного и живущего размеренной жизнью Медведя.
Медведь — в прошлом успешный цирковой актер, а на данный момент является другом и наставником любопытной девочки Маши. В его уютном лесном доме есть все современные удобства — электричество, телефон, почтовый ящик. Медведь любит рыбачить, разводит пчел, собирает ягоды и грибы, выращивает всё необходимое на собственных 6-и сотках. В доме — множество цирковых наград и афиш: Миша умеет жонглировать, кататься на велосипеде, коньках и роликах. Встреча с Машей не оставила ни следа от его размеренной жизни — Медведь погрузился в бесконечные экстремальные приключения и увлекательные авантюры. Поначалу ему это не нравилось, но со временем он понял, что больше не может жить по-старому — Маша наполнила его жизнь яркими красками! Мультсериал «Маша и Медведь» прекрасно подходит как детям, так и взрослым.",0+,7.5,101 366 оценок,['комедия'],"['Олег Кузовков', 'Олег Ужинов', 'Денис Червяцов']"
Карусель,['22:30'],Инфинити Надо,2012 (Сериал закончился),"Мультсериал рассказывает о фантастической игре Надо, в которой бойцы устанавливают связь с волшебными волчками и получают сверхъестественную силу для борьбы со злом. Джин, Дон, Дэвис и Сесилия — непревзойденные мастера Надо. Чтобы пробудить свои волчки, они вкладывают в каждый бой все душевные силы. Работая в одной команде, защищая и дополняя друг друга, главные герои представляют различные стихии в войне со злодеями, которые хотят уничтожить Землю.",6+,6.7,73 оценки,['фантастика'],[]
Карусель,"['23:35', '00:15']",Буба,2014 — по н.в.,"Домовенок по имени Буба живет в самой обычной квартире. Милый проказник больше всего на свете обожает исследовать окружающий мир, отчего регулярно попадает в переделки, причем размер разрушений от чрезмерного любопытства Бубы порой достигает катастрофических масштабов. Однажды, решив найти что-нибудь вкусненькое в хозяйском холодильнике, он устроил пожар, а попытка разобраться с сантехникой закончилась тем, что в дом проник настоящий крокодил. В общем, с героем мультсериала «Буба» скучать не приходится.",0+,6.8,6 055 оценок,['комедия'],"['Леонид Рахманин', 'Сергей Горобец']"
Карусель,['00:40'],Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
Карусель,['02:05'],Бумажки,2015 — 2016 (Сериал закончился),"«Бумажки» — детский мультсериал, призванный не только развлечь малышей, но и принести ребятам пользу. Герои мультфильма, бумажный лось Аристотель и дятел Тюк-Тюк, в каждой серии расследуют запутанную детективную историю, подобно Шерлоку Холмсу и доктору Ватсону. В конце каждого выпуска ребятам и их родителям предлагается вместе смастерить кого-либо из бумажных персонажей. Изготовление таких поделок развивает мелкую моторику и фантазию малышей, а разгадывание замысловатых сюжетов — логическое мышление.",0+,6.8,592 оценки,['для детей'],['Алексей Миронов']
Карусель,"['03:35', '03:50', '04:10', '04:25']",Малышарики,2015 — по н.в.,"Очаровательные малышарики Крошик, Ежик, Нюшенька, Барашик и Пандочка живут в самой обычной квартире, которая кажется крохам огромным миром. Здесь реальность пересекается с фантазией, и можно найти даже море посреди письменного стола. Больше всего на свете любопытные непоседы обожают веселые игры, в процессе которых совершают невероятные открытия и познают окружающий мир.
Развивающий мультсериал «Малышарики» в легкой игровой форме помогает маленьким зрителям развить воображение и творческие способности.",0+,7.2,278 оценок,['приключения'],"['Марина Мошкова', 'Катерина Савчук', 'Татьяна Мошкова']"
Звезда,"['05:35', '06:26', '07:17', '08:08']","Задания особой важности: Операция ""Тайфун""",2013 (Сериал закончился),"Сериал «Задания особой важности: Операция «Тайфун» рассказывает о группе советских разведчиков-диверсантов, выполняющих во время Великой Отечественной войны задания особой важности. В команду молодых разведчиков входят — снайпер Веснин, сапер Скорик, радистка Арина и проводник Серафима. Руководит операцией опытный капитан Суслов.
Первое задание — уничтожить стратегические склады горючего, захваченные немцами во время стремительного наступления. Второе — уничтожить лабораторию, в которой немцами разрабатываются прототипы невидимых для радаров сверхзвуковых самолетов. Путешествие команды окажется наполненным опасностями, безвыходными ситуациями и несколькими вполне реальными угрозами срыва всей операции.",12+,6.8,1 130 оценок,['приключения'],['Петр Амелин']
Звезда,['09:55'],Военная приемка,2015 — 0000 (Телешоу закончилось),"Телешоу «Военная приемка» посвящено самым современным российским разработкам, которые служат на благо безопасности страны. Ведущий телепрограммы отправляется на секретные полигоны и военные заводы, чтобы рассказать о новых устройствах, которые должны пополнить арсенал армии, — танках и самолетах, орудиях и роботах. В телешоу можно увидеть интервью с конструкторами-разработчиками, кадры испытаний различных боевых машин и механизмов.",16+,8.8,177 оценок,['документальное'],['Алексей Егоров']
Звезда,['10:40'],Легенды армии с Александром Маршалом,2015 — по н.в.,"Каждый выпуск телепрограммы посвящен одной из героических личностей, составляющих гордость нашей армии. Это знаменитые военачальники, участвовавшие в сражениях Великой Отечественной войны, герои афганской и чеченской кампаний. Рассказ о каждом из военных состоит не только из фактов биографии, но и наполнен очень теплым, душевным отношением ведущего к герою программы. В телешоу «Легенды армии» используются документальные кадры, фотографии из личных архивов, воспоминания очевидцев событий.",12+,8.9,44 оценки,['документальное'],['Александр Маршал']
Звезда,['00:30'],Тайная прогулка,1985,"В сентябре 1942 года советское командование готовит секретную спецоперацию. Они намереваются внедрить в штаб врага своего шпиона, знающего немецкий язык. Для переброса разведчика в тыл фашистов собирается специальный отряд из разных частей Советского Союза. Спецотряд разведчиков получается многонациональным, но при этом очень дружным и сплоченным. В особенности, когда солдаты узнают, кого именно им придется делегировать к немцам. Разведчицей-шпионкой оказывается красавица-литовка Ниёле. Патриотическая драма «Тайная прогулка» снималась специально к 40-летию победы в Великой Отечественной Войне.",12+,7.2,110 оценок,['военный'],['Валерий Михайловский']
Звезда,['02:00'],Один шанс из тысячи,1968,"Действие фильма разворачивается в Крыму в 1942 году, в самый разгар Великой Отечественной войны. Отряд десантников выполняет задание — они должны пересечь линию фронта и встретиться с партизанским отрядом Миронова. Капитан Мигунько, командующий десантниками, сумел вывести своих ребят из вражеского окружения, попутно прихватив в плен немецкого разведчика Двигубского. Мигунько, владеющий немецким языком, решает представиться вторым помощником полковника Кестера, чтобы выведать у вражеского языка необходимые советской разведке сведения. Участие в создании сценария военного фильма «Один шанс из тысячи» принимал известный режиссер Андрей Тарковский.",16+,7.5,326 оценок,['военный'],['Леон Кочарян']
Звезда,['03:45'],Неслужебное задание,2004,"Действие фильма происходит сразу после войны на территории Чехии. Германия капитулировала, но в тылах Советской армии еще продолжают сопротивляться разрозненные фашистские отряды. Командиру разведроты старшему лейтенанту Воронкову приказано обезвредить одну из таких немецких групп. Собственных сил не хватает, поэтому Воронков обращается к соседям — казачьему соединению. Задание поначалу кажется несложным, но рядовая погоня превращается в смертельную схватку.",16+,7.5,190 оценок,['боевик'],['Виталий Воробьев']
Че,"['05:05', '05:35', '06:05', '06:35', '07:00', '07:30', '07:55', '08:25', '09:00', '09:30', '10:00', '10:30', '02:45', '03:35', '04:20']",Утилизатор,2015 — по н.в.,"Участниками телепрограммы могут стать владельцы старых автомобилей. Ведущий телешоу «Утилизатор», автомеханик с большим опытом, сразу определяет истинную стоимость ржавого «железного коня». Для того чтобы получить существенную сумму денег, автовладельцу нужно правильно ответить на вопросы викторины. Десять верных ответов приносят дополнительные 50 000 руб. Выигранный капитал можно истратить на тюнинг своего автомобиля или же на утилизацию. Уничтожение старого автохлама происходит очень зрелищными способами.",16+,5.9,203 оценки,['реалити-шоу'],['Юрий Сидоренко']
Че,"['11:00', '12:00', '13:00', '14:00', '15:00', '15:55', '16:55', '17:55']",Солдаты 9,2004 — 2013 (Сериал закончился),"Городской мажор Мишка Медведев и простой паренек из деревни Кузьма Соколов, ранее бывшие земляками, но на длительное время потерявшие связь, попадают в армию — каждый по своей причине. Сначала ребятам приходится туго: их бьют и обижают «старики» — особенно достается Медведеву. Но они быстро адаптировались: Соколов нашел себе друга — прапорщика Шматко, а у Медведева начинается роман с медсестрой Ириной Пылеевой. Но оказывается, что не только Медведев влюблен в медсестру, а еще и заместитель командира части по воспитательной работе майор Колобков.

Комедийный сериал о жизни солдат-срочников и их командиров «Солдаты» вышел на экраны в 2004 году и стал одним из самых успешных проектов телеканала РЕН ТВ. Режиссером выступил Сергей Арланов, автором идеи — Вячеслав Муругов. По вселенной сериала сняли несколько спин-оффов, а прапорщик Шматко в исполнении актера Алексея Маклакова, Соколов в исполнении Ивана Моховикова, сержант Пылеева, сыгранная актрисой Ольгой Фадеевой, и многие другие герои завоевали народную любовь.",18+,7.1,6 863 оценки,['драма'],['Сергей Арланов']
Че,"['19:00', '20:00', '21:00']",Решала,2017 — по н.в.,"Влад Чижов — блогер, который занимается разоблачением аферистов всех мастей. В каждом выпуске проекта «Решала» он моделирует определенные ситуации, которые наглядно показывают, как действуют мошенники, подробно разбирает схемы, которыми они пользуются, и находит способы их обойти. Влад не только рассказывает об опасностях, подстерегающих доверчивых граждан, но и помогает людям добиться справедливости, давая практические советы о том, что делать и куда обращаться, если кто-то посягнул на ваше имущество, деньги и даже жизнь.",16+,6.5,681 оценка,['развлекательное'],['Влад Чижов']
Че,"['22:00', '22:30', '23:00', '23:30']",+100500,2010 — по н.в.,"Ведущий развлекательного шоу Максим Голополосов готовит видеообзоры на самые смешные ролики, найденные на просторах сети. Его комментарии склеиваются вместе с фрагментами видеоролика, благодаря чему достигается комический эффект. В каждом выпуске Максим показывает четыре клипа, сопровождая их высказываниями на грани фола (в шоу много ненормативной лексики). В некоторых эпизодах программы появлялся интерактив со зрителями — в частности, отбирались самые смешные комментарии по поводу видеосюжетов. Все обзоры снимаются на фоне леопардового покрывала.",18+,6.0,1 645 оценок,['развлекательное'],"['Максим Голополосов', 'Никита Джигурда', 'Вадим Демчог', 'Иван Охлобыстин']"
Ю,"['05:30', '07:00', '09:00']",Маша и Медведь,2009 — по н.в.,"Маша — озорная маленькая девочка — немного шкодлива и непослушна. Предпочитает носить платки и платья в розовом цвете в любое время года. Живет на железнодорожном полустанке. О родителях ничего не известно — предположительно работают в городе и разрешают Маше играть в лесу. Все лесные звери до ужаса боятся шустрой девочки. Она упряма, настойчива, любознательна и по-детски наивна. Очень любит приключения и постоянно втягивает в них спокойного и живущего размеренной жизнью Медведя.
Медведь — в прошлом успешный цирковой актер, а на данный момент является другом и наставником любопытной девочки Маши. В его уютном лесном доме есть все современные удобства — электричество, телефон, почтовый ящик. Медведь любит рыбачить, разводит пчел, собирает ягоды и грибы, выращивает всё необходимое на собственных 6-и сотках. В доме — множество цирковых наград и афиш: Миша умеет жонглировать, кататься на велосипеде, коньках и роликах. Встреча с Машей не оставила ни следа от его размеренной жизни — Медведь погрузился в бесконечные экстремальные приключения и увлекательные авантюры. Поначалу ему это не нравилось, но со временем он понял, что больше не может жить по-старому — Маша наполнила его жизнь яркими красками! Мультсериал «Маша и Медведь» прекрасно подходит как детям, так и взрослым.",0+,7.5,101 366 оценок,['комедия'],"['Олег Кузовков', 'Олег Ужинов', 'Денис Червяцов']"
Ю,"['21:00', '22:00']",Дом-2. Новая жизнь,2004 — по н.в.,"«Дом 2» — российское реалити-шоу, выходящее на телеканале ТНТ с 2004 года и являющееся продолжение другого аналогичного проекта — «Дом». Участники «Дома 2», девушки и молодые люди, пытаются найти и построить на телешоу свою любовь. Параллельно они занимаются строительством дома, который достанется паре участников, доказавшей глубину и искренность своих отношений. Ведущие передачи — Ксения Бородина и — с 30 декабря 2008 года — Ольга Бузова. До 6 июля 2012 года ведущей проекта также являлась Ксения Собчак, по истечении срока действия контракта отказавшаяся сотрудничать с телепроектом. С момента старта реалити-шоу в нем приняло участие более 1000 человек.",18+,1.6,12 489 оценок,['реалити-шоу'],"['Дава (Давид Манукян)', 'Ксения Собчак', 'Ксения Бородина', 'Ольга Бузова', 'Ольга Орлова', 'Елена Темникова', 'Влад Кадони', 'Саша Спилберг']"
Ю,['23:00'],Дом-2,2004 — по н.в.,"«Дом 2» — российское реалити-шоу, выходящее на телеканале ТНТ с 2004 года и являющееся продолжение другого аналогичного проекта — «Дом». Участники «Дома 2», девушки и молодые люди, пытаются найти и построить на телешоу свою любовь. Параллельно они занимаются строительством дома, который достанется паре участников, доказавшей глубину и искренность своих отношений. Ведущие передачи — Ксения Бородина и — с 30 декабря 2008 года — Ольга Бузова. До 6 июля 2012 года ведущей проекта также являлась Ксения Собчак, по истечении срока действия контракта отказавшаяся сотрудничать с телепроектом. С момента старта реалити-шоу в нем приняло участие более 1000 человек.",18+,1.6,12 489 оценок,['реалити-шоу'],"['Дава (Давид Манукян)', 'Ксения Собчак', 'Ксения Бородина', 'Ольга Бузова', 'Ольга Орлова', 'Елена Темникова', 'Влад Кадони', 'Саша Спилберг']"
Ю,"['00:00', '00:05', '01:10', '02:00', '02:50']",Измены,2019 — по н.в.,"Героини шоу — женщины, подозревающие своих возлюбленных в неверности. Ведущие программы — психолог, адвокат и хакер — помогают героиням проверить свои догадки. Они организуют слежку, устанавливают скрытые камеры и проверяют выдержку мужчин, подсылая к ним соблазнительных искусительниц. Если факт измены подтверждается, героиня решает, что делать с неверным возлюбленным: простить, наказать или сделать вид, что ничего не было.",16+,3.9,40 оценок,['реалити-шоу'],"['Татьяна Виноградова', 'Ирина Минеева', 'Петр Корнеев']"
2x2,['08:55'],Королевские зайцы,1960,"Сказка «Королевские зайцы» рассказывает о короле, который искал пастуха для ухода за своими зайцами. Он завёл сто живых зайцев для принцессы. И теперь для ухода за ними нужен пастух. К королю нанимается молодой парень по имени Ганс, у которого есть волшебная дудочка, не дающая зайцам разбежаться.",6+,7.9,69 оценок,['короткометражный'],['Владимир Полковников']
2x2,['09:15'],Приключения Хомы,1978,"Рисованный мультфильм российского аниматора Гарри Бардина по мотивам сказок про хомяка Хому и Суслика, написанных Альбертом Ивановым. Поучительная история о двух друзьях — Суслике и хомяке Хоме, живущих в соседних норах. Однажды Хома попросил Суслика сделать за него зарядку. Подобное проявление дружеского участия так понравилось Хоме, что он начал злоупотреблять отзывчивостью Суслика, переложив на него все свои заботы и дела. Но вскоре Хоме придется понять, что дружба — это, прежде всего то, что идет на пользу обоим участникам. Фильм «Приключения Хомы» положил начало серии мультфильмов о Суслике и Хомяке, снятой уже другими режиссерами.",0+,7.5,2 069 оценок,['короткометражный'],['Гарри Бардин']
2x2,"['09:55', '10:10', '10:25', '10:42', '11:00', '11:15', '11:30', '11:42', '12:05', '12:17', '12:30', '12:47', '13:05', '13:22', '13:40', '13:52', '14:05', '14:20', '14:35', '14:50', '15:05', '15:17', '15:30', '15:45', '16:00', '16:12', '16:25', '16:42', '21:05', '21:20', '21:35', '21:50', '22:05', '22:17', '22:30', '22:45']",Приключения Пети и Волка,2018 — по н.в. (16 декабря 2024 ожидается выход 1 серии 4 сезона),"Петя — обычный городской школьник, который любит разные гаджеты и живет с мамой, папой и дедушкой. Он немного нервный и пугливый, но добрый и отзывчивый и привык доводить дела до конца. Однажды в его жизни появляется Волк, который путешествует по сказочным мирам и помогает их обитателям решать необычные проблемы. Волк вовлекает Петю в один из своих «заказов» и вскоре мальчик становится полноценным напарником говорящего зверя. Вместе герои избавляют царя от привидений, защищают Кощея от золотоискателей, лечат амнезию Деда Мороза и совершают еще множество добрых дел, помогая сказочным персонажам.
«Приключения Пети и Волка» — мультсериал для детей и подростков школьного возраста с захватывающим сюжетом, интеллектуальным юмором и многочисленными отсылками к сказкам, литературным и кинематографическим произведениям, а также поп-культурным явлениям.
",6+,6.5,558 оценок,['приключения'],['Алексей Лебедев']
2x2,"['17:00', '17:25', '18:00', '18:30', '18:55', '19:30', '20:05', '20:40']",Губка Боб Квадратные Штаны,1999 — по н.в.,"Главный герой мультсериала — губка по имени Губка Боб квадратные штаны, в русском дубляже чаще всего называемый Спанч Бобом Сквэ Пэнтсом. Он проживает в доме-ананасе вместе с улиткой по кличке Гэри, которая повадками скорее напоминает домашнего кота. Друзья Губки Боба — подводные обитатели: морская звезда по имени Патрик, раздражительный надменный кальмар Сквидвард и белка по имени Сэнди. Спанч Боб работает поваром в закусочной «Красти Краб», которая управляется старым скрягой мистером Крабсом. Сюжетные линии строятся вокруг безуспешных стараний Губки Боба получить права на вождение подводного катера и различных приключений Боба и Патрика, в которые они попадают из-за своей глупости или наивности.",12+,6.3,12 946 оценок,['комедия'],"['Алан Смарт', 'Пол Тиббит', 'Уолт Дорн']"
2x2,"['01:45', '02:05']",Южный парк,1997 — по н.в.,"Приключения четырёх мальчиков-третьеклашек, живущих в маленьком городке Саус-Парк, штат Колорадо, — совсем не детские. Сериал высмеивает парадоксы американской культуры и абсурдность текущих мировых событий, а также подвергает критике характерное для современной тв-культуры лицемерие, игнорируя всевозможные правила и табу. «Южный парк» выходит поздно вечером и позиционируется как мультфильм для взрослых. Работа над каждой серией ведётся в два этапа: на первом авторы придумывают общую концепцию и сюжет, а на втором — менее чем за неделю до выхода эпизода на экраны — дорабатывают детали, что позволяет им быстро реагировать на происходящее в мире. «Южный парк» — один из самых продолжительных мультсериалов в истории.",18+,7.3,5 523 оценки,['комедия'],"['Трей Паркер', 'Эрик Стоф', 'Мэтт Стоун']"
2x2,"['04:00', '04:12', '04:25', '04:35']",Подозрительная Сова,2016 — 2020 (Сериал закончился),"Главная героиня комедийного сериала Сова — сотрудник полиции. Врожденная подозрительность не позволяет ей пройти мимо любого непонятного явления. Вместе со своими помощниками Сова готова разминировать поезд, найти коварных убийц, довести до чистосердечного признания самого матерого преступника... Мультипликационный сериал «Подозрительная Сова» не рекомендован для детского и семейного просмотра.",16+,7.5,47 оценок,['комедия'],['Александр Шахов']
СТС Love,"['07:55', '08:57', '11:00', '11:32', '12:05', '12:38', '13:10', '13:43', '14:16', '14:49', '15:21', '15:54', '16:27', '17:00', '17:29', '17:59', '18:28', '18:58', '19:27', '19:57', '20:26', '20:56', '21:25', '21:55']",Молодежка,2013 — 2019 (Сериал закончился),"Хоккейная команда «Медведи» долгое время оставалась в числе аутсайдеров. Все изменилось с приходом нового тренера — Сергея Макеева. В прошлом звезда НХЛ, выступавший за «Монреаль Канадиенс», он был вынужден завершить игровую карьеру из-за травмы и переключился на тренерскую деятельность. Перед Макеевым стоит амбициозная цель — привести команду к победе в чемпионате и превратить юных любителей в профессиональных спортсменов. Однако у его юных подопечных слишком много личных проблем, которые мешают им сосредоточиться на хоккее и стать сплоченной командой. Кроме того, не все в клубе одобряют жесткий подход нового наставника, требующего полной отдачи и не прощающего ошибок.

Премьера сериала «Молодежка» состоялась в 2013 году. Главные роли в спортивной драме сыграли Денис Никифоров («Многоэтажка», «Любовь под прикрытием»), Федор Бондарчук («Статский советник», «Повелитель ветра»), Влад Канопка («Только ты», «Финт Боброва»), Александр Соколовский («Страсти по Чапаю», «Проклятие спящих») и многие другие актеры. Сериал неоднократно становился номинантом и обладателем престижных премий, среди которых — главный приз Российской Национальной кинопремии и награда APKIT. В 2024 году стартовал сиквел народно любимого сериала про хоккеистов — «Молодежка. Новая смена».",18+,6.8,24 565 оценок,['драма'],['Сергей Арланов']
Суббота!,"['05:00', '05:30', '06:10', '06:40', '07:10', '07:40', '08:10', '08:30', '09:15', '09:40', '10:00', '10:40', '11:30', '12:00', '12:30', '13:20', '13:50', '14:50', '15:30', '16:00']",Маша и Медведь,2009 — по н.в.,"Маша — озорная маленькая девочка — немного шкодлива и непослушна. Предпочитает носить платки и платья в розовом цвете в любое время года. Живет на железнодорожном полустанке. О родителях ничего не известно — предположительно работают в городе и разрешают Маше играть в лесу. Все лесные звери до ужаса боятся шустрой девочки. Она упряма, настойчива, любознательна и по-детски наивна. Очень любит приключения и постоянно втягивает в них спокойного и живущего размеренной жизнью Медведя.
Медведь — в прошлом успешный цирковой актер, а на данный момент является другом и наставником любопытной девочки Маши. В его уютном лесном доме есть все современные удобства — электричество, телефон, почтовый ящик. Медведь любит рыбачить, разводит пчел, собирает ягоды и грибы, выращивает всё необходимое на собственных 6-и сотках. В доме — множество цирковых наград и афиш: Миша умеет жонглировать, кататься на велосипеде, коньках и роликах. Встреча с Машей не оставила ни следа от его размеренной жизни — Медведь погрузился в бесконечные экстремальные приключения и увлекательные авантюры. Поначалу ему это не нравилось, но со временем он понял, что больше не может жить по-старому — Маша наполнила его жизнь яркими красками! Мультсериал «Маша и Медведь» прекрасно подходит как детям, так и взрослым.",0+,7.5,101 366 оценок,['комедия'],"['Олег Кузовков', 'Олег Ужинов', 'Денис Червяцов']"
Суббота!,"['05:55', '08:20', '09:45', '11:25', '13:15', '14:40', '15:55']",Машины сказки,2011 (Сериал закончился),"Что любят читать, смотреть и слушать абсолютно все дети и даже многие взрослые? Конечно же, сказки! А наша Маша, оказывается, очень любит их рассказывать!
Мультипликационный проект «Машины сказки» знакомит нас с еще одной гранью таланта героини популярного мультсериала «Маша и Медведь» — способностью юной сказочницы по-новому видеть и рассказывать любимые детские сказки! Все сказки, которые Маша рассказывает своим куклам, очень забавные, а их герои — харизматичные и веселые.
Яркий мир Машиной фантазии понравится всем — и самым маленьким ребятишкам, и их родителям, а также бабушкам и дедушкам!",0+,7.0,16 135 оценок,['для детей'],"['Ринат Газизов', 'Денис Червяцов']"
Суббота!,"['07:30', '09:05', '10:20', '11:45', '13:40', '15:20', '16:25']",Машкины страшилки,2014 (Сериал закончился),"Каждый эпизод мультипликационного сериала — это история о детских страхах, рассказанная девочкой Машей. Героями повествования становятся дети, которые боятся темноты, воды или чудовищ. Мультсериал научит юных зрителей победить собственные страхи, ведь каждая пугающая история в итоге оказывается смешной и поучительной.
Сериал «Машкины страшилки» является спин-оффом мультипликационного сериала «Маша и медведь».",0+,6.8,16 091 оценка,['комедия'],"['Олег Кузовков', 'Денис Червяцов', 'Ринат Газизов']"
Суббота!,"['16:30', '17:10']",Клуб Винкс,2004 — 2019 (Сериал закончился),"В мире фей Магиксе, скрытом от людей, есть волшебная школа «Алфея», в которой учатся девушки, обладающие особыми способностями. Однажды юные волшебницы решили объединиться и создать клуб «Винкс» в знак крепкой дружбы и взаимной помощи. Блум, Флора, Муза, Стелла, Текна не только постигают азы волшебства, но и встречаются с мальчиками из школы «Красный фонтан», ходят в кафе и ведут борьбу со злыми силами. Жизнь героинь сериала «Клуб Винкс — Школа волшебниц» была бы совсем безоблачной, если бы не ведьмы из клуба «Трикс»...
По мотивам сериала «Клуб Винкс — Школа волшебниц» была выпущена серия книг и видеоигры.",12+,6.4,2 207 оценок,['приключения'],['Иджинио Страффи']
Суббота!,"['23:10', '23:20']",Мятежный дух,2002 — 2003 (Сериал закончился),"Представьте себе, интернаты существуют не только для ребят, которые по тем или иным причинам остались без опеки родителей — есть и элитные школы-интернаты, где учатся исключительно отпрыски богатых и знаменитых родителей. Таким является и аргентинский колледж «Элитный путь», все ученики которого — выходцы только из богатых семей. В колледже царят свои суровые правила, однако, это не делает его учеников послушными и покладистыми, скорее даже наоборот. Каждый учащийся здесь стремиться как-то выделиться и привыкшие к роскошной беззаботной жизни, практически все ребята обладают очень непростыми характерами. Из-за этого забот у преподавателей и директора школы хоть отбавляй. Главными героями сериала «Мятежный дух» оказались красотка Мия, самодостаточная Марицца, Пабло и Мануэль. Они и их друзья будут постоянно попадать в разные ситуации, чинить между собой разборки и всё это будет длиться до тех пор, пока объединенные одной любовью к музыке, ребята не создадут свою музыкальную группу.",16+,7.5,672 оценки,['драма'],"['Мартин Мариани', 'Крис Морена', 'Мауро Скандолари']"
